source_id,zotero_key,bibtex_key,doi,pmid,arxiv_id,title,year,venue,method_family,design_modality,input_requirement,output_type,availability_status,code_url,weights_url,pdf_status,screening_status,exclusion_reason
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,PZZKHRDG,akcapinar_computational_2017,10.1042/bsr20160179,,,Computational approaches for de novo design and redesign of metal-binding sites on proteins,2017,Bioscience Reports,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,Q559RLP2,gan_network_2023,10.1126/sciadv.adh0215,,,Network medicine framework reveals generic herb-symptom effectiveness of traditional Chinese medicine,2023,Sci Adv,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,Q7DHRI36,agonists_zhang_jz_designed_2023,10.1101/2023.09.18.558356,37781598,,designed Hsp70 activator dissolves intracellular condensates,2023,bioRxiv,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,Q82CYIRJ,wang_mvil6_2023,10.1016/j.ijbiomac.2023.125412,,,MVIL6: Accurate identification of IL-6-induced peptides using multi-view feature learning,2023,International Journal of Biological Macromolecules,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,not checked,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:binder design,QCD2DXXI,pacesa_bindcraft_2024,10.1101/2024.09.30.615802,,,BindCraft: one-shot design of functional protein binders,2024,bioRxiv,AF2 backpropagation plus MPNN/PyRosetta binder pipeline,one-shot protein/miniprotein binder design,target structure and binder design settings,protein/miniprotein binder sequences and structures,public GitHub repository to verify,https://github.com/martinpacesa/BindCraft,AlphaFold/MPNN/PyRosetta dependencies; verify local setup,has Zotero children,included,
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,QLSCX6MW,park_j_novo_2019,10.7554/elife.47839,31854299,,De novo design of a homo-trimeric amantadine-binding protein,2019,Elife,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,QMCRE3BN,zhou_hemin_2024,10.1007/s11427-023-2472-4,38324132,,Hemin blocks TIGIT/PVR interaction and induces ferroptosis to elicit synergistic effects of cancer immunotherapy.,2024,Science China. Life sciences,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,QNT4CAFU,liu_dendritic_2019,10.1021/acsabm.8b00811,35021373,,Dendritic Cell Targeting Peptide-Based Nanovaccines for Enhanced Cancer Immunotherapy.,2019,ACS applied bio materials,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,background-only,outside primary five-year window
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,QT8VPS79,berger_s_preclinical_2024,10.1016/j.cell.2024.05.052,38936360,,Preclinical proof of principle for orally delivered Th17 antagonist miniproteins.,2024,Cell,miniprotein/protein binder design,structure or sequence conditioned binder design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:AI药物设计_蛋白与多肽,QTU3CV2H,ennist_nm_novo_2024,10.1038/s41589-024-01626-0,38831036,,De novo design of proteins housing excitonically coupled chlorophyll special pairs.,2024,Nat Chem Biol,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,QYLMPMM6,wang_oral_2026,10.1016/j.jconrel.2025.114416,41276186,,An oral vaccine based on stable peptide-chitosan conjugate targeting DEC-205 for cancer immunotherapy.,2026,Journal of controlled release : official journal of the Controlled Release Society,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,QZX9XTPN,lee_s_four-component_2025,10.1038/s41586-024-07814-1,39695226,,Four-component protein nanocages designed by programmed symmetry breaking.,2025,Nature,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:PD-wiki_多肽从头设计工具方法综述,R0FKH217,chen_dual_2021,10.3390/biom11091373,,,Dual Blockade of Lactate/GPR81 and PD-1/PD-L1 Pathways Enhances the Anti-Tumor Effects of Metformin,2021,Biomolecules,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,R6EX4F4F,wu_design_2025,10.1126/science.adr8063,,,Design of intrinsically disordered region binding proteins,2025,Science,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,R7J2ZMTF,garton_method_2018,10.1073/pnas.1711837115,,,Method to generate highly stable D-amino acid analogs of bioactive helical peptides using a mirror image of the entire PDB,2018,Proceedings of the National Academy of Sciences,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,background-only,outside primary five-year window
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,RAJCT3KP,machine_learning_baek_m_deep_2022,10.1038/s41592-021-01360-8,35017724,,Deep learning and protein structure modeling,2022,Nat Methods,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,RCQKUMZR,clark_enhancing_2023,10.1038/s42004-023-01037-7,,,Enhancing antibody affinity through experimental sampling of non-deleterious CDR mutations predicted by machine learning,2023,Communications Chemistry,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,RDME442W,coassolo_prohormone_2025,10.1038/s41586-025-08683-y,,,Prohormone cleavage prediction uncovers a non-incretin anti-obesity peptide,2025,Nature,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,RE5A5SJP,qi_mirror-image_2024,10.1016/j.chempr.2024.06.004,,,Mirror-image protein and peptide drug discovery through mirror-image phage display,2024,Chem,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,RGPZWZTE,thafar_affinity2vec_2022,10.1038/s41598-022-08787-9,,,"Affinity2Vec: drug-target binding affinity prediction through representation learning, graph mining, and machine learning",2022,Scientific Reports,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,RH3JTCFH,liu_diffusing_2025,10.1038/s41586-025-09248-9,,,Diffusing protein binders to intrinsically disordered proteins,2025,Nature,miniprotein/protein binder design,structure or sequence conditioned binder design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,RKD929FM,motmaen_peptide-binding_2023,10.1073/pnas.2216697120,,,Peptide-binding specificity prediction using fine-tuned protein structure prediction networks,2023,Proceedings of the National Academy of Sciences,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,not checked,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,S1T0QATP,kurtzhals_derivatization_2023,10.1038/s41573-022-00529-w,,,Derivatization with fatty acids in peptide and protein drug discovery,2023,Nature Reviews Drug Discovery,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,not checked,included,
zotero_collection:AI药物设计_蛋白与多肽,S8CDQ8F7,said_my_exploration_2022,10.1021/acs.chemmater.2c02597,36397834,,Exploration of Structured Symmetric Cyclic Peptides as Ligands for Metal-Organic Frameworks,2022,Chem Mater,cyclic/macrocyclic peptide design,cyclic or macrocycle structure-aware design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:binder design,SI4X7V8P,johansen_novo-designed_2025,10.1126/science.adv0422,,,De novo-designed pMHC binders facilitate T cell–mediated cytotoxicity toward cancer cells,2025,Science,miniprotein/protein binder design,structure or sequence conditioned binder design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,SMVB78WP,chen_identification_2022,10.1136/jitc-2022-005503,36323433,,"Identification of natural product 3, 5-diiodotyrosine as APOBEC3B inhibitor to prevent somatic mutation accumulation and cancer progression.",2022,Journal for immunotherapy of cancer,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,SPNSPZM8,chen_identification_2022,10.1016/j.ijbiomac.2022.07.123,35878663,,Identification of a novel GLUT1 inhibitor with in vitro and in vivo anti-tumor activity.,2022,International journal of biological macromolecules,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,SVYR8UQJ,atz_geometric_2021,10.1038/s42256-021-00418-8,,,Geometric deep learning on molecular representations,2021,Nature Machine Intelligence,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,T2O1ECSF,agrawal_benchmarking_2019,10.1186/s12859-018-2449-y,,,Benchmarking of different molecular docking methods for protein-peptide docking,2019,BMC Bioinformatics,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,not checked,background-only,outside primary five-year window
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,TG4VGFRK,lang_identification_2022,10.1038/s41573-021-00387-y,,,Identification of neoantigens for individualized therapeutic cancer vaccines,2022,Nature Reviews Drug Discovery,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,TGNQ4DG9,gao_pan-peptide_2023,10.1038/s42256-023-00619-3,,,Pan-Peptide Meta Learning for T-cell receptor–antigen binding recognition,2023,Nature Machine Intelligence,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,not checked,included,
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,TL6GE8QR,shen_h_novo_2024,10.1038/s41565-024-01641-1,38570702,,De novo design of pH-responsive self-assembling helical protein filaments.,2024,Nat Nanotechnol,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,TLA6P7KX,jeong_nanoparticle_2020,10.1021/jacs.9b10160,,,Nanoparticle Conjugation Stabilizes and Multimerizes β-Hairpin Peptides To Effectively Target PD-1/PD-L1 β-Sheet-Rich Interfaces,2020,Journal of the American Chemical Society,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,background-only,outside primary five-year window
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,TR7LDPKG,yang_bioorthogonal_2023,10.1002/anie.202306863,37485554,,Bioorthogonal Reaction-Mediated Tumor-Selective Delivery of CRISPR/Cas9 System for Dual-Targeted Cancer Immunotherapy.,2023,Angewandte Chemie (International ed. in English),,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,TSFCPTXD,lin_identification_2021,10.1155/2021/8899674,33490292,,Identification of CTL Epitopes on Efflux Pumps of the ATP-Binding Cassette and the Major Facilitator Superfamily of Mycobacterium tuberculosis.,2021,Journal of immunology research,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:binder design; zotero_query:peptide binder design; zotero_query:peptide design,U2VXH3ID,chen_target_2025,10.1038/s41587-025-02761-2,,,Target sequence-conditioned design of peptide binders using masked language modeling,2025,Nature Biotechnology,sequence-conditioned peptide language model,target-sequence conditioned sequence generation,target protein sequence plus design constraints,linear peptide sequences,public GitHub repository and Hugging Face model card to verify,https://github.com/programmablebio/pepmlm,https://huggingface.co/ChatterjeeLab/PepMLM-650M,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,U4OQOZ8S,katkar_macrophage_2023,10.1016/j.it.2023.10.006,,,Macrophage states: there's a method in the madness,2023,Trends in Immunology,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,U6WP5CUQ,yang_alphafold2_2023,10.1038/s41392-023-01381-z,,,AlphaFold2 and its applications in the fields of biology and medicine,2023,Signal Transduction and Targeted Therapy,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,UFEUDYAU,xie_neoantigens_2023,10.1038/s41392-022-01270-x,,,Neoantigens: promising targets for cancer therapy,2023,Signal Transduction and Targeted Therapy,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,UG4YJI6J,kiriyama_d-amino_2016,10.1155/2016/6494621,,,D-Amino Acids in the Nervous and Endocrine Systems,2016,Scientifica,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:binder design,UIPWC5CR,pacesa_one-shot_2025,10.1038/s41586-025-09429-6,,,One-shot design of functional protein binders with BindCraft,2025,Nature,miniprotein/protein binder design,structure or sequence conditioned binder design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,UJ8AGPJ3,zhou_novel_2022,10.1007/s12672-022-00562-6,36195696,,A Novel CTLA-4 affinity peptide for cancer immunotherapy by increasing the integrin αvβ3 targeting.,2022,Discover oncology,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,UKX5E6IB,watson_novo_2023,10.1038/s41586-023-06415-8,,,De novo design of protein structure and function with RFdiffusion,2023,Nature,generative full-atom or diffusion model,structure/sequence generative modeling,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:D-peptide design; zotero_query:DexDesign OSPREY; zotero_query:peptide design,ULVDDJ6Z,guerin_dexdesign_2024,10.1093/protein/gzae007,,,DexDesign: an OSPREY-based algorithm for designing de novo D-peptide inhibitors,2024,"Protein Engineering, Design and Selection",energy/search-based D-peptide design,OSPREY-based rotamer/conformational search,"target structure, D-peptide design site, and search configuration",D-peptide inhibitor sequences/conformations,public OSPREY3 repository; DexDesign setup must be mapped,https://github.com/donaldlab/OSPREY3,not applicable,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,UMMZH862,li_knowledge-guided_2023,10.1038/s41467-023-43214-1,,,A knowledge-guided pre-training framework for improving molecular representation learning,2023,Nature Communications,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,UN6R4C6J,dauparas_atomic_2025,10.1038/s41592-025-02626-1,,,Atomic context-conditioned protein sequence design using LigandMPNN,2025,Nature Methods,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽,USFCUNU7,chidyausiku_tm_novo_2022,10.1038/s41467-022-33004-6,36192397,,De novo design of immunoglobulin-like domains.,2022,Nat Commun,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,UTT6JQAJ,han_characterization_2020,10.1007/s00262-020-02562-3,32285170,,Characterization of CD103+ CD8+ tissue-resident T cells in esophageal squamous cell carcinoma: may be tumor reactive and resurrected by anti-PD-1 blockade.,2020,"Cancer immunology, immunotherapy : CII",,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:peptide design,UY3XRABU,hu_design_2023,10.1007/s11427-022-2285-6,,,Design of a novel chimeric peptide via dual blockade of CD47/SIRPα and PD-1/PD-L1 for cancer immunotherapy,2023,Sci China Life Sci,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,UYRXX2U2,jumper_highly_2021,10.1038/s41586-021-03819-2,,,Highly accurate protein structure prediction with AlphaFold,2021,Nature,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,V2WLND5M,dauparas_robust_2022,10.1126/science.add2187,,,Robust deep learning–based protein sequence design using ProteinMPNN,2022,Science,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,V4IVL33C,shi_peptide_2023,10.1007/s00262-022-03307-0,36251028,,Peptide vaccine from cancer-testis antigen ODF2 can potentiate the cytotoxic T lymphocyte infiltration through IL-15 in non-MSI-H colorectal cancer.,2023,"Cancer immunology, immunotherapy : CII",peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_query:binder design,V6Y5EEZL,zhu_novo_2026,10.64898/2026.05.24.727452,,,De novo design of binder proteins targeting Helicobacter pylori adhesin BabA,2026,,miniprotein/protein binder design,structure or sequence conditioned binder design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:AI药物设计_蛋白与多肽,VBFEXRCH,case_jb_ultrapotent_2021,10.1016/j.chom.2021.06.008,34192518,,Ultrapotent miniproteins targeting the SARS-CoV-2 receptor-binding domain protect against infection and disease.,2021,Cell Host Microbe,miniprotein/protein binder design,structure or sequence conditioned binder design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,VJBXWQV8,agonists_vazquez_torres_s_novo_2025,10.1038/s41586-024-08393-x,39814879,,De novo designed proteins neutralize lethal snake venom toxins,2025,Nature,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,VKKT2HE0,mcdonald_benchmarking_2023,10.1016/j.str.2022.11.012,,,Benchmarking AlphaFold2 on peptide structure prediction,2023,Structure,peptide/protein binder design,,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,not checked,included,
zotero_collection:AI药物设计_蛋白与多肽; zotero_query:macrocycle peptide design; zotero_query:peptide design,VRMHDQGR,mulligan_vk_computationally_2021,10.1073/pnas.2012800118,33723038,,Computationally designed peptide macrocycle inhibitors of New Delhi metallo-β-lactamase 1,2021,Proc Natl Acad Sci U S A,cyclic/macrocyclic peptide design,cyclic or macrocycle structure-aware design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,VT9D6YHX,wang_x_tuning_2025,10.1016/j.molcel.2025.09.020,41086805,,Tuning insulin receptor signaling using de novo-designed agonists,2025,Mol Cell,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:binder design; zotero_query:miniprotein design; zotero_query:peptide binder design; zotero_query:peptide design,VVVIQ9KZ,escobar-rosales_m_design_2025,10.1021/jacs.5c16108,41284265,,Design of Peptide Masks Enables Rapid Generation of Conditionally-Active Miniprotein Binders,2025,J Am Chem Soc,miniprotein/protein binder design,structure or sequence conditioned binder design,sequence or structure depending on method,designed peptide/miniprotein sequence or structure,zotero metadata; runnable status not checked,,,has Zotero children,included,
zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,VYPXG2J7,feng_gene-editable_2023,10.1002/anie.202313968,37884479,,A Gene-Editable Palladium-Based Bioorthogonal Nanoplatform Facilitates Macrophage Phagocytosis for Tumor Therapy.,2023,Angewandte Chemie (International ed. in English),,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:01_Baker_IPD_2018至今; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,VZHBHKKA,lee_gr_small-molecule_2026,10.1038/s41467-026-70953-8,41904144,,Small-molecule binding and sensing with a designed protein family.,2026,Nat Commun,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述; zotero_query:peptide design,WA59C5TI,jiahan_li_full-atom_2024,,,,Full-atom peptide design based on multi-modal flow matching,2024,Proceedings of the 41st International Conference on Machine Learning,full-atom multi-modal flow matching,sequence/structure full-atom peptide generation,peptide design condition; exact benchmark I/O to verify,full-atom peptide structures/sequences,Hugging Face route found; GitHub runnable route not confirmed,https://huggingface.co/Irwiny/PepFlow,https://huggingface.co/Irwiny/PepFlow,has Zotero children,needs-manual-check,candidate watchlist; runnable route not fully confirmed
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,WDNFGXEN,li_yeast_2024,10.1016/j.biotechadv.2024.108422,,,"Yeast surface display technology: Mechanisms, applications, and perspectives",2024,Biotechnol Adv,,,,,zotero metadata; runnable status not checked,,,has Zotero children,needs-manual-check,requires manual relevance review
zotero_collection:02_本地蛋白多肽设计; zotero_collection:AI药物设计_蛋白与多肽; zotero_collection:PD-wiki_多肽从头设计工具方法综述,WED6GECA,mirdita_colabfold_2022,10.1038/s41592-022-01488-1,,,ColabFold: making protein folding accessible to all,2022,Nature Methods,,,,,zotero metadata; runnable status not checked,,,not checked,needs-manual-check,requires manual relevance review
